item_id,domain,difficulty,question,correct_answer,template_id,seed
logic_0216,logic,3,"Mina is a Wumpuses. All Drogons are brave. All Wumpuses are quiet. If something is quiet, then it is wise. Is Mina friendly?",Cannot be determined,multi_step_deduction,521292408
logic_0217,logic,3,Kira's favorite color is orange. Finn's favorite color is blue. Paul does not like orange or blue. Paul's favorite color is green. Iris does not like blue. Gina enjoys cooking. What is Iris's favorite color?,yellow,constraint_satisfaction,1490430276
logic_0218,logic,6,Ben's favorite color is blue. Iris does not like red or yellow. Iris's favorite color is orange. Eve does not like red or orange. Eve's favorite color is purple. Mina enjoys reading. Paul does not like yellow or blue. Paul's favorite color is red. Ora does not like purple. Gina enjoys chess. What is Ora's favorite color?,yellow,constraint_satisfaction,1671652020
logic_0219,logic,6,Ava enjoys cooking. Jake's favorite color is orange. Dan enjoys reading. Leo's favorite color is yellow. Gina's favorite color is blue. Ora's favorite color is red. Cora does not like yellow. What is Cora's favorite color?,purple,constraint_satisfaction,1689107690
logic_0220,logic,4,Some Kelpoids are happy. Finn is a Quibbles. All Quibbles are tall. All tall things are quiet. Is Finn kind?,Cannot be determined,syllogism,1265727380
logic_0221,logic,1,Eve is a Wumpuses. All Wumpuses are brave. Is Eve strong?,Cannot be determined,syllogism,902908032
logic_0222,logic,4,Paul's favorite color is green. Ava's favorite color is orange. Cora does not like orange or green. Cora's favorite color is purple. Finn does not like yellow or orange. Finn's favorite color is red. Ben enjoys hiking. Noel does not like red. What is Noel's favorite color?,yellow,constraint_satisfaction,1735985196
logic_0223,logic,2,Eve is a Wumpuses. All Wumpuses are clever. Is Eve clever?,Yes,syllogism,1064454438
logic_0224,logic,6,Jake's favorite color is red. Iris enjoys cooking. Dan does not like yellow or purple. Dan's favorite color is blue. Mina does not like red or purple. Leo enjoys hiking. Mina's favorite color is green. Hugo does not like blue or green. Hugo's favorite color is yellow. Ora does not like blue. What is Ora's favorite color?,purple,constraint_satisfaction,1138230191
logic_0225,logic,1,Hugo is a Drogons. All Drogons are quiet. Is Hugo strong?,Cannot be determined,syllogism,1531740178
logic_0226,logic,3,"Noel is a Grumpkins. If something is a Murnips, it might be clever. All Grumpkins are tall. All tall things are clever. Is Noel wise?",Cannot be determined,syllogism,591510462
logic_0227,logic,6,Dan's favorite color is green. Mina enjoys gardening. Ava does not like green or red. Ava's favorite color is purple. Finn does not like red or orange. Finn's favorite color is yellow. Hugo does not like green or purple. Hugo's favorite color is orange. Ora does not like green. Kira enjoys painting. What is Ora's favorite color?,red,constraint_satisfaction,609422924
logic_0228,logic,2,Mina is a Wumpuses. All Wumpuses are wise. Is Mina wise?,Yes,syllogism,918992
logic_0229,logic,3,"Jake is a Zephlins. All Zephlins are fast. All Fizzgigs are kind. If something is fast, then it is wise. Is Jake wise?",Yes,multi_step_deduction,1517853490
logic_0230,logic,4,"Finn is a Drogons. All Drogons are fast. All fast things are wise. If something is a Quibbles, it might be brave. Is Finn wise?",Yes,syllogism,1606948596
logic_0231,logic,4,Gina's favorite color is blue. Paul does not like yellow or green. Paul's favorite color is purple. Ora enjoys painting. Noel's favorite color is yellow. Dan does not like blue. What is Dan's favorite color?,green,constraint_satisfaction,1188787115
logic_0232,logic,5,Noel is a Drogons. Every Drogons is a Plonkers. Some Grumpkins are wise. Every Plonkers is a Flimbers. Every Flimbers is a Snazzles. Every Snazzles is a Quibbles. Is Noel a Flimbers?,Yes,set_membership,163246620
logic_0233,logic,2,Iris is a Drazzles. Every Drazzles is a Tazzles. Is Iris a Tazzles?,Yes,set_membership,1865001457
logic_0234,logic,1,Gina is a Drazzles. All Drazzles are tall. Is Gina tall?,Yes,syllogism,2070660038
logic_0235,logic,4,Leo enjoys hiking. Gina's favorite color is yellow. Ora does not like orange or purple. Ora's favorite color is red. Eve does not like red or orange. Eve's favorite color is green. Noel does not like orange or red. Noel's favorite color is purple. Ben does not like yellow. What is Ben's favorite color?,orange,constraint_satisfaction,1670945465
logic_0236,logic,3,Ava is a Tazzles. All Murnips are quiet. All Tazzles are tall. All tall things are strong. Is Ava not strong?,No,syllogism,1674914576
logic_0237,logic,2,"Mina is a Fizzgigs. All Fizzgigs are wise. If something is wise, then it is happy. Is Mina strong?",Cannot be determined,multi_step_deduction,1938019478
logic_0238,logic,5,Paul enjoys reading. Dan's favorite color is blue. Hugo's favorite color is orange. Iris does not like orange or green. Iris's favorite color is red. Ora does not like red. What is Ora's favorite color?,green,constraint_satisfaction,71278427
logic_0239,logic,1,Noel is a Wumpuses. All Wumpuses are friendly. Is Noel friendly?,Yes,syllogism,1813410345
logic_0240,logic,6,"Noel is a Grumpkins. All Grumpkins are happy. If something is happy, then it is quiet. All Flimbers are tall. If something is quiet, then it is fast. Some Zephlins are friendly. Is Noel fast?",Yes,multi_step_deduction,178621648
logic_0241,logic,6,Ava's favorite color is purple. Kira's favorite color is yellow. Iris's favorite color is green. Noel does not like orange or purple. Noel's favorite color is red. Ora enjoys hiking. Hugo does not like purple. Dan enjoys painting. What is Hugo's favorite color?,orange,constraint_satisfaction,122054676
logic_0242,logic,1,Noel is a Zephlins. All Zephlins are strong. Is Noel strong?,Yes,syllogism,475609845
logic_0243,logic,2,Ben is a Drazzles. All Drazzles are friendly. Is Ben friendly?,Yes,syllogism,1248461747
logic_0244,logic,1,Ava is a Quibbles. All Quibbles are fast. Is Ava fast?,Yes,syllogism,958999842
logic_0245,logic,1,Finn is a Wumpuses. Every Wumpuses is a Blorps. Is Finn a Blorps?,Yes,set_membership,1616387274
logic_0246,logic,4,Ben's favorite color is orange. Eve does not like orange or purple. Eve's favorite color is blue. Mina's favorite color is green. Hugo enjoys reading. Finn does not like green. What is Finn's favorite color?,purple,constraint_satisfaction,1208736651
logic_0247,logic,1,Paul is a Blorps. All Blorps are friendly. Is Paul friendly?,Yes,syllogism,1860007896
logic_0248,logic,1,Gina is a Plonkers. Every Plonkers is a Grumpkins. Is Gina a Grumpkins?,Yes,set_membership,1961925365
logic_0249,logic,4,Hugo's favorite color is green. Mina enjoys painting. Ava does not like orange or yellow. Ava's favorite color is red. Finn's favorite color is yellow. Paul does not like red or blue. Paul's favorite color is orange. Jake does not like red. What is Jake's favorite color?,blue,constraint_satisfaction,1987151869
logic_0250,logic,1,Finn is a Tazzles. All Tazzles are wise. Is Finn wise?,Yes,syllogism,1254653888
logic_0251,logic,4,"Cora is a Tazzles. Every Tazzles is a Kelpoids. If something is a Flimbers, it might be happy. Every Kelpoids is a Murnips. Every Murnips is a Blorps. Is Cora a Blorps?",Yes,set_membership,1872832839
logic_0252,logic,6,"If something is a Fizzgigs, it might be kind. Gina is a Murnips. Some Grumpkins are happy. All Murnips are quiet. If something is quiet, then it is wise. If something is wise, then it is strong. Is Gina strong?",Yes,multi_step_deduction,1753750614
logic_0253,logic,5,"Ben is a Snazzles. All Snazzles are fast. Some Plonkers are clever. If something is fast, then it is clever. If something is clever, then it is friendly. Is Ben wise?",Cannot be determined,multi_step_deduction,1298115953
logic_0254,logic,5,"Kira is a Kelpoids. All Kelpoids are brave. If something is brave, then it is clever. If something is clever, then it is quiet. Some Grumpkins are fast. Is Kira quiet?",Yes,multi_step_deduction,483603032
logic_0255,logic,3,"Cora is a Murnips. All Murnips are kind. Some Snazzles are friendly. If something is kind, then it is tall. Is Cora tall?",Yes,multi_step_deduction,888996598
logic_0256,logic,5,"Leo is a Zephlins. All Zephlins are happy. Some Flimbers are kind. If something is happy, then it is clever. If something is clever, then it is tall. Is Leo tall?",Yes,multi_step_deduction,1824373617
logic_0257,logic,3,"Leo is a Quibbles. All Quibbles are kind. If something is kind, then it is wise. Some Fizzgigs are kind. Is Leo wise?",Yes,multi_step_deduction,1752357227
logic_0258,logic,2,Leo is a Wumpuses. Every Wumpuses is a Drazzles. Every Drazzles is a Quibbles. Is Leo a Drazzles?,Yes,set_membership,1930136028
logic_0259,logic,3,Paul's favorite color is red. Eve enjoys hiking. Iris's favorite color is purple. Dan does not like purple or red. Dan's favorite color is yellow. Ben does not like red. What is Ben's favorite color?,orange,constraint_satisfaction,1785578498
logic_0260,logic,2,Ora is a Kelpoids. All Kelpoids are strong. Is Ora strong?,Yes,syllogism,455841806
logic_0261,logic,5,Leo is a Tazzles. Every Tazzles is a Kelpoids. Every Kelpoids is a Plonkers. Every Plonkers is a Wumpuses. All Zephlins are strong. Every Wumpuses is a Blorps. Is Leo a Kelpoids?,Yes,set_membership,1133081580
logic_0262,logic,5,Dan is a Zephlins. Every Zephlins is a Tazzles. Some Grumpkins are brave. Every Tazzles is a Wumpuses. Every Wumpuses is a Vexlings. Every Vexlings is a Kelpoids. Is Dan a Wumpuses?,Yes,set_membership,2036083611
logic_0263,logic,4,"Gina is a Zephlins. All Zephlins are kind. If something is kind, then it is quiet. Some Snazzles are happy. Is Gina quiet?",Yes,multi_step_deduction,116757711
logic_0264,logic,2,Jake is a Plonkers. All Plonkers are kind. Is Jake happy?,Cannot be determined,syllogism,2004272725
logic_0265,logic,2,"Mina is a Wumpuses. All Wumpuses are fast. If something is fast, then it is brave. Is Mina kind?",Cannot be determined,multi_step_deduction,1945279594
logic_0266,logic,3,"Cora is a Fizzgigs. All Fizzgigs are wise. If something is wise, then it is kind. Some Tazzles are friendly. Is Cora clever?",Cannot be determined,multi_step_deduction,660955025
logic_0267,logic,5,"Hugo is a Murnips. Some Fizzgigs are brave. All Murnips are friendly. If something is friendly, then it is tall. If something is tall, then it is brave. Is Hugo fast?",Cannot be determined,multi_step_deduction,542444985
logic_0268,logic,6,Ora's favorite color is purple. Eve enjoys cooking. Ben's favorite color is red. Kira does not like orange or red. Kira's favorite color is yellow. Finn enjoys gardening. Mina's favorite color is orange. Dan does not like purple. What is Dan's favorite color?,green,constraint_satisfaction,1294912357
logic_0269,logic,2,Ora is a Fizzgigs. All Fizzgigs are kind. Is Ora wise?,Cannot be determined,syllogism,395861254
logic_0270,logic,1,Ben is a Tazzles. All Tazzles are kind. Is Ben clever?,Cannot be determined,syllogism,1931252818
logic_0271,logic,4,All Zephlins are strong. Dan is a Quibbles. All Quibbles are wise. All wise things are tall. Is Dan tall?,Yes,syllogism,1789440181
logic_0272,logic,4,Dan's favorite color is purple. Cora enjoys reading. Noel does not like red or orange. Noel's favorite color is yellow. Hugo's favorite color is orange. Gina does not like yellow. What is Gina's favorite color?,red,constraint_satisfaction,1151483749
logic_0273,logic,5,"Ava is a Drazzles. Some Murnips are fast. All Drazzles are brave. If something is brave, then it is happy. If something is happy, then it is wise. Is Ava friendly?",Cannot be determined,multi_step_deduction,848033966
logic_0274,logic,5,"Dan is a Quibbles. All Quibbles are kind. If something is a Zephlins, it might be quiet. If something is kind, then it is strong. If something is strong, then it is happy. Is Dan quiet?",Cannot be determined,multi_step_deduction,980351187
logic_0275,logic,3,Paul's favorite color is purple. Jake does not like red or purple. Jake's favorite color is orange. Mina's favorite color is red. Kira does not like orange. Cora enjoys cooking. What is Kira's favorite color?,yellow,constraint_satisfaction,2137186086
logic_0276,logic,3,Eve's favorite color is purple. Ora does not like purple or red. Ora's favorite color is orange. Cora does not like blue or orange. Dan enjoys chess. Cora's favorite color is yellow. Gina's favorite color is blue. Jake does not like purple. What is Jake's favorite color?,red,constraint_satisfaction,109875088
logic_0277,logic,5,Dan's favorite color is blue. Noel's favorite color is red. Ora's favorite color is yellow. Eve's favorite color is purple. Finn enjoys chess. Iris does not like yellow. What is Iris's favorite color?,orange,constraint_satisfaction,1528885734
logic_0278,logic,2,Ava is a Blorps. All Blorps are strong. Is Ava strong?,Yes,syllogism,844807660
logic_0279,logic,2,Dan is a Fizzgigs. Every Fizzgigs is a Grumpkins. Is Dan a Vexlings?,Cannot be determined,set_membership,142203221
logic_0280,logic,4,Noel is a Drogons. Every Drogons is a Wumpuses. Every Wumpuses is a Snazzles. Some Murnips are quiet. Every Snazzles is a Flimbers. Is Noel a Snazzles?,Yes,set_membership,693168558
logic_0281,logic,6,"If something is a Vexlings, it might be tall. Kira is a Drazzles. If something is a Snazzles, it might be happy. All Drazzles are kind. If something is kind, then it is strong. If something is strong, then it is friendly. Is Kira friendly?",Yes,multi_step_deduction,1527539997
logic_0282,logic,2,"Jake is a Zephlins. All Zephlins are kind. If something is kind, then it is tall. Is Jake tall?",Yes,multi_step_deduction,1968071924
logic_0283,logic,4,Kira's favorite color is blue. Ben's favorite color is yellow. Paul does not like green or yellow. Paul's favorite color is orange. Mina's favorite color is purple. Leo enjoys gardening. Eve does not like orange. What is Eve's favorite color?,green,constraint_satisfaction,1530096584
logic_0284,logic,4,All Kelpoids are tall. Ben is a Flimbers. Every Flimbers is a Quibbles. Every Quibbles is a Grumpkins. Every Grumpkins is a Plonkers. Is Ben a Murnips?,Cannot be determined,set_membership,1080517428
logic_0285,logic,3,Hugo is a Zephlins. Every Zephlins is a Quibbles. Every Quibbles is a Drogons. Some Kelpoids are quiet. Every Drogons is a Flimbers. Is Hugo a Flimbers?,Yes,set_membership,194289684
logic_0286,logic,5,Dan is a Quibbles. Every Quibbles is a Snazzles. Every Snazzles is a Fizzgigs. All Tazzles are kind. Every Fizzgigs is a Vexlings. Every Vexlings is a Murnips. Is Dan a Vexlings?,Yes,set_membership,1609438152
logic_0287,logic,1,Eve is a Quibbles. All Quibbles are friendly. Is Eve friendly?,Yes,syllogism,209971078
logic_0288,logic,2,Iris is a Kelpoids. All Kelpoids are kind. Is Iris kind?,Yes,syllogism,563569605
logic_0289,logic,3,Ora's favorite color is green. Paul's favorite color is yellow. Iris enjoys chess. Leo does not like yellow or blue. Leo's favorite color is purple. Kira does not like purple. What is Kira's favorite color?,blue,constraint_satisfaction,2008757844
logic_0290,logic,2,Cora is a Vexlings. Every Vexlings is a Plonkers. Is Cora a Plonkers?,Yes,set_membership,1153355214
logic_0291,logic,2,"Iris is a Grumpkins. All Grumpkins are tall. If something is tall, then it is clever. Is Iris wise?",Cannot be determined,multi_step_deduction,2135273622
logic_0292,logic,5,"Noel is a Tazzles. All Tazzles are wise. If something is wise, then it is fast. If something is a Flimbers, it might be tall. If something is fast, then it is strong. Is Noel brave?",Cannot be determined,multi_step_deduction,1649722352
logic_0293,logic,2,Gina is a Murnips. Every Murnips is a Blorps. Is Gina a Blorps?,Yes,set_membership,315393763
logic_0294,logic,6,"Cora is a Vexlings. All Vexlings are quiet. Some Quibbles are clever. If something is quiet, then it is fast. If something is fast, then it is friendly. If something is a Grumpkins, it might be strong. Is Cora strong?",Cannot be determined,multi_step_deduction,928534768
logic_0295,logic,1,Iris is a Vexlings. Every Vexlings is a Wumpuses. Is Iris a Kelpoids?,Cannot be determined,set_membership,421128506
logic_0296,logic,2,Ben is a Drazzles. All Drazzles are fast. Is Ben fast?,Yes,syllogism,581307204
logic_0297,logic,3,Finn's favorite color is purple. Kira does not like green or orange. Kira's favorite color is blue. Ora's favorite color is green. Eve's favorite color is yellow. Leo enjoys painting. Gina does not like purple. What is Gina's favorite color?,orange,constraint_satisfaction,110768239
logic_0298,logic,4,"Eve is a Tazzles. All Tazzles are quiet. All Quibbles are quiet. If something is quiet, then it is tall. Is Eve friendly?",Cannot be determined,multi_step_deduction,1352804891
logic_0299,logic,2,"Leo is a Flimbers. All Flimbers are tall. If something is tall, then it is clever. Is Leo clever?",Yes,multi_step_deduction,415162484
logic_0300,logic,5,Hugo is a Vexlings. Every Vexlings is a Drogons. Every Drogons is a Fizzgigs. Every Fizzgigs is a Grumpkins. All Drazzles are strong. Every Grumpkins is a Quibbles. Is Hugo a Wumpuses?,Cannot be determined,set_membership,1351818153
logic_0301,logic,3,Gina is a Kelpoids. Every Kelpoids is a Plonkers. Every Plonkers is a Snazzles. Every Snazzles is a Drogons. Some Wumpuses are quiet. Is Gina a Snazzles?,Yes,set_membership,993575479
logic_0302,logic,2,"Mina is a Tazzles. All Tazzles are happy. If something is happy, then it is kind. Is Mina wise?",Cannot be determined,multi_step_deduction,853803852
logic_0303,logic,4,Ben is a Drazzles. All Drazzles are kind. All kind things are clever. All Tazzles are quiet. Is Ben not clever?,No,syllogism,246151497
logic_0304,logic,4,"All Murnips are wise. Ava is a Grumpkins. All Grumpkins are strong. If something is strong, then it is brave. Is Ava tall?",Cannot be determined,multi_step_deduction,163255380
logic_0305,logic,3,"If something is a Zephlins, it might be quiet. Ava is a Plonkers. All Plonkers are quiet. All quiet things are fast. Is Ava tall?",Cannot be determined,syllogism,399945615
logic_0306,logic,4,Jake is a Tazzles. All Tazzles are happy. Some Flimbers are friendly. All happy things are kind. Is Jake not kind?,No,syllogism,1253621008
logic_0307,logic,3,Some Fizzgigs are brave. Kira is a Zephlins. Every Zephlins is a Wumpuses. Every Wumpuses is a Snazzles. Every Snazzles is a Grumpkins. Is Kira a Grumpkins?,Yes,set_membership,2003957908
logic_0308,logic,4,Dan's favorite color is yellow. Mina does not like yellow or orange. Mina's favorite color is blue. Kira does not like purple or yellow. Kira's favorite color is orange. Cora does not like purple or blue. Cora's favorite color is green. Jake does not like blue. Finn enjoys gardening. What is Jake's favorite color?,purple,constraint_satisfaction,1419693066
logic_0309,logic,3,Noel's favorite color is blue. Ora enjoys gardening. Jake does not like green or yellow. Jake's favorite color is red. Ben does not like blue or yellow. Ben's favorite color is green. Ava does not like blue. What is Ava's favorite color?,yellow,constraint_satisfaction,515849707
logic_0310,logic,3,Kira is a Grumpkins. Every Grumpkins is a Drazzles. Every Drazzles is a Tazzles. Some Wumpuses are strong. Every Tazzles is a Drogons. Is Kira a Drogons?,Yes,set_membership,1171696706
logic_0311,logic,1,Ben is a Fizzgigs. All Fizzgigs are friendly. Is Ben quiet?,Cannot be determined,syllogism,440821892
logic_0312,logic,5,Leo's favorite color is red. Dan's favorite color is blue. Ora's favorite color is yellow. Kira enjoys hiking. Cora does not like red or green. Cora's favorite color is orange. Paul does not like red. What is Paul's favorite color?,green,constraint_satisfaction,1972539862
logic_0313,logic,5,Eve's favorite color is green. Paul's favorite color is blue. Cora does not like orange or green. Cora's favorite color is yellow. Hugo does not like green or orange. Dan enjoys reading. Hugo's favorite color is purple. Jake does not like yellow. What is Jake's favorite color?,orange,constraint_satisfaction,647882193
logic_0314,logic,1,Iris is a Quibbles. All Quibbles are clever. Is Iris happy?,Cannot be determined,syllogism,1030509027
logic_0315,logic,4,Some Tazzles are tall. Leo is a Blorps. All Blorps are tall. All tall things are brave. Is Leo not brave?,No,syllogism,59573499
logic_0316,logic,6,"Some Wumpuses are happy. Leo is a Vexlings. Some Grumpkins are friendly. All Vexlings are clever. If something is clever, then it is brave. If something is brave, then it is strong. Is Leo strong?",Yes,multi_step_deduction,1669075354
logic_0317,logic,1,Cora is a Blorps. Every Blorps is a Kelpoids. Is Cora a Kelpoids?,Yes,set_membership,1264327317
logic_0318,logic,6,"Ben is a Snazzles. All Snazzles are happy. Some Vexlings are brave. If something is happy, then it is quiet. If something is quiet, then it is wise. Some Blorps are happy. Is Ben clever?",Cannot be determined,multi_step_deduction,8558562
logic_0319,logic,1,Mina is a Murnips. Every Murnips is a Grumpkins. Is Mina a Grumpkins?,Yes,set_membership,1321249108
logic_0320,logic,6,"If something is a Kelpoids, it might be wise. Cora is a Flimbers. Some Grumpkins are happy. All Flimbers are strong. If something is strong, then it is friendly. If something is friendly, then it is brave. Is Cora wise?",Cannot be determined,multi_step_deduction,1401410204
logic_0321,logic,5,Iris is a Murnips. Every Murnips is a Plonkers. Every Plonkers is a Grumpkins. Some Kelpoids are friendly. Every Grumpkins is a Fizzgigs. Every Fizzgigs is a Tazzles. Is Iris a Vexlings?,Cannot be determined,set_membership,1188982511
logic_0322,logic,1,Dan is a Drazzles. All Drazzles are tall. Is Dan tall?,Yes,syllogism,49344153
logic_0323,logic,5,All Fizzgigs are clever. Iris is a Blorps. Every Blorps is a Flimbers. Every Flimbers is a Tazzles. Every Tazzles is a Quibbles. Every Quibbles is a Drazzles. Is Iris a Flimbers?,Yes,set_membership,508021414
logic_0324,logic,1,Finn is a Plonkers. All Plonkers are quiet. Is Finn friendly?,Cannot be determined,syllogism,108989692
logic_0325,logic,6,"Hugo is a Vexlings. All Vexlings are brave. If something is brave, then it is strong. If something is strong, then it is kind. All Tazzles are strong. If something is a Plonkers, it might be brave. Is Hugo kind?",Yes,multi_step_deduction,2061636277
logic_0326,logic,5,Mina's favorite color is purple. Iris does not like purple or green. Iris's favorite color is blue. Gina's favorite color is red. Ben does not like purple. Eve enjoys cooking. What is Ben's favorite color?,green,constraint_satisfaction,1476128491
logic_0327,logic,6,Mina's favorite color is green. Cora's favorite color is purple. Noel enjoys painting. Iris enjoys chess. Jake's favorite color is yellow. Gina does not like red or purple. Gina's favorite color is orange. Kira does not like orange. What is Kira's favorite color?,red,constraint_satisfaction,1601137452
logic_0328,logic,3,Noel is a Drogons. Every Drogons is a Vexlings. Every Vexlings is a Murnips. Every Murnips is a Wumpuses. Some Quibbles are tall. Is Noel a Murnips?,Yes,set_membership,1714366571
logic_0329,logic,1,Paul is a Flimbers. Every Flimbers is a Quibbles. Is Paul a Quibbles?,Yes,set_membership,1078064622
logic_0330,logic,1,Leo is a Tazzles. All Tazzles are tall. Is Leo tall?,Yes,syllogism,1706035757
logic_0331,logic,2,"Finn is a Tazzles. All Tazzles are strong. If something is strong, then it is quiet. Is Finn quiet?",Yes,multi_step_deduction,664693043
logic_0332,logic,2,"Cora is a Grumpkins. All Grumpkins are kind. If something is kind, then it is wise. Is Cora clever?",Cannot be determined,multi_step_deduction,2031448789
logic_0333,logic,4,Some Drazzles are fast. Ora is a Zephlins. All Zephlins are brave. All brave things are fast. Is Ora fast?,Yes,syllogism,1830188481
logic_0334,logic,6,"Eve is a Blorps. All Blorps are kind. If something is kind, then it is brave. If something is brave, then it is happy. If something is happy, then it is clever. If something is clever, then it is fast. Some Plonkers are happy. Some Grumpkins are brave. Is Eve strong?",Cannot be determined,multi_step_deduction,771475378
logic_0335,logic,4,All Zephlins are brave. Dan is a Drogons. All Drogons are brave. All brave things are wise. Is Dan wise?,Yes,syllogism,414166868
logic_0336,logic,4,"Mina is a Zephlins. If something is a Drogons, it might be strong. All Zephlins are quiet. If something is quiet, then it is kind. Is Mina fast?",Cannot be determined,multi_step_deduction,1530373785
logic_0337,logic,5,"Iris is a Blorps. All Blorps are happy. If something is happy, then it is fast. If something is fast, then it is clever. If something is a Snazzles, it might be strong. Is Iris brave?",Cannot be determined,multi_step_deduction,1027811356
logic_0338,logic,5,"Eve is a Tazzles. All Tazzles are clever. If something is clever, then it is quiet. If something is quiet, then it is friendly. Some Vexlings are quiet. Is Eve happy?",Cannot be determined,multi_step_deduction,1042845984
logic_0339,logic,5,"Cora is a Kelpoids. Every Kelpoids is a Flimbers. Every Flimbers is a Grumpkins. Every Grumpkins is a Blorps. Every Blorps is a Vexlings. If something is a Tazzles, it might be kind. Is Cora a Plonkers?",Cannot be determined,set_membership,679868520
logic_0340,logic,6,Leo enjoys reading. Cora's favorite color is purple. Dan does not like yellow or purple. Finn enjoys gardening. Dan's favorite color is orange. Eve's favorite color is green. Ben does not like orange or purple. Ben's favorite color is red. Ora does not like orange. What is Ora's favorite color?,yellow,constraint_satisfaction,1127734694
logic_0341,logic,1,Ava is a Flimbers. All Flimbers are happy. Is Ava quiet?,Cannot be determined,syllogism,1712718375
logic_0342,logic,5,Kira's favorite color is yellow. Leo enjoys chess. Hugo's favorite color is blue. Ora's favorite color is orange. Ben does not like yellow. What is Ben's favorite color?,purple,constraint_satisfaction,1794779953
logic_0343,logic,3,Noel's favorite color is green. Paul does not like red or green. Finn enjoys cooking. Paul's favorite color is blue. Iris's favorite color is red. Ava does not like yellow or red. Ava's favorite color is purple. Mina does not like green. What is Mina's favorite color?,yellow,constraint_satisfaction,2044509313
logic_0344,logic,2,Kira is a Fizzgigs. All Fizzgigs are brave. Is Kira brave?,Yes,syllogism,2057917462
logic_0345,logic,1,Cora is a Drazzles. All Drazzles are fast. Is Cora fast?,Yes,syllogism,2058105247
logic_0346,logic,5,Finn's favorite color is purple. Ben does not like red or purple. Ben's favorite color is blue. Iris does not like yellow or purple. Kira enjoys cooking. Iris's favorite color is red. Hugo's favorite color is yellow. Leo does not like blue. What is Leo's favorite color?,orange,constraint_satisfaction,537764536
logic_0347,logic,3,Cora's favorite color is orange. Dan's favorite color is yellow. Ora's favorite color is green. Iris enjoys painting. Noel does not like green. What is Noel's favorite color?,red,constraint_satisfaction,1950403262
logic_0348,logic,4,Kira enjoys cooking. Cora's favorite color is yellow. Mina's favorite color is purple. Eve's favorite color is red. Iris does not like yellow. What is Iris's favorite color?,orange,constraint_satisfaction,435749075
logic_0349,logic,3,"Ora is a Blorps. All Zephlins are kind. All Blorps are wise. If something is wise, then it is friendly. Is Ora friendly?",Yes,multi_step_deduction,1407718710
logic_0350,logic,1,Leo is a Plonkers. All Plonkers are happy. Is Leo happy?,Yes,syllogism,440562206
logic_0351,logic,5,"Ben is a Fizzgigs. All Fizzgigs are strong. If something is strong, then it is fast. If something is fast, then it is happy. All Blorps are friendly. Is Ben wise?",Cannot be determined,multi_step_deduction,87059383
logic_0352,logic,2,Ava is a Tazzles. Every Tazzles is a Grumpkins. Every Grumpkins is a Plonkers. Is Ava a Plonkers?,Yes,set_membership,1672236820
logic_0353,logic,4,All Murnips are quiet. Eve is a Grumpkins. Every Grumpkins is a Drazzles. Every Drazzles is a Flimbers. Every Flimbers is a Blorps. Is Eve a Murnips?,Cannot be determined,set_membership,1504556339
logic_0354,logic,3,Finn enjoys cooking. Eve's favorite color is orange. Mina does not like red or purple. Mina's favorite color is yellow. Ben's favorite color is purple. Paul's favorite color is blue. Noel does not like purple. What is Noel's favorite color?,red,constraint_satisfaction,939410411
logic_0355,logic,1,Kira is a Flimbers. All Flimbers are tall. Is Kira tall?,Yes,syllogism,106254486
logic_0356,logic,2,Gina is a Tazzles. Every Tazzles is a Drogons. Every Drogons is a Vexlings. Is Gina a Quibbles?,Cannot be determined,set_membership,628605732
logic_0357,logic,1,Noel is a Drogons. Every Drogons is a Vexlings. Is Noel a Vexlings?,Yes,set_membership,1726353703
logic_0358,logic,5,Iris's favorite color is purple. Ava's favorite color is red. Paul's favorite color is blue. Ora enjoys hiking. Hugo's favorite color is yellow. Kira does not like red. What is Kira's favorite color?,orange,constraint_satisfaction,2020975659
logic_0359,logic,3,Noel's favorite color is blue. Kira does not like green or blue. Kira's favorite color is red. Iris enjoys cooking. Eve's favorite color is yellow. Ava does not like yellow. What is Ava's favorite color?,green,constraint_satisfaction,1940555806
logic_0360,logic,3,"Ben is a Flimbers. Every Flimbers is a Vexlings. If something is a Plonkers, it might be brave. Every Vexlings is a Fizzgigs. Every Fizzgigs is a Drogons. Is Ben a Plonkers?",Cannot be determined,set_membership,1176102363
logic_0361,logic,4,"Some Fizzgigs are quiet. Finn is a Wumpuses. All Wumpuses are wise. If something is wise, then it is fast. Is Finn quiet?",Cannot be determined,multi_step_deduction,98688507
logic_0362,logic,2,Kira is a Blorps. All Blorps are happy. Is Kira tall?,Cannot be determined,syllogism,1965615737
logic_0363,logic,3,"All Blorps are strong. Gina is a Quibbles. All Quibbles are kind. If something is kind, then it is strong. Is Gina fast?",Cannot be determined,multi_step_deduction,21070371
logic_0364,logic,4,Hugo's favorite color is blue. Ava does not like purple or red. Ava's favorite color is orange. Cora does not like blue or red. Finn enjoys painting. Cora's favorite color is purple. Jake does not like orange. What is Jake's favorite color?,red,constraint_satisfaction,1767990354
logic_0365,logic,4,Ora's favorite color is yellow. Iris's favorite color is red. Mina enjoys cooking. Gina does not like yellow or red. Gina's favorite color is orange. Ben does not like orange. What is Ben's favorite color?,green,constraint_satisfaction,673275312
logic_0366,logic,2,"Noel is a Grumpkins. All Grumpkins are happy. If something is happy, then it is brave. Is Noel brave?",Yes,multi_step_deduction,22037893
